Symbol,Price,Avg_Volume_10D,Sector,Industry,Market_Cap_Cr,200_DMA,50_DMA,RSI,Sales_Growth_TTM%,Sales_Growth_5Y%,ROE%,Avg_ROE_5Y%,Profit_Margin%,Debt_Equity,PEG_Ratio,PE_Ratio,Down_From_52W_High%,Smart_Money%,Free_Cashflow,CFO_PAT_Ratio,EPS_Growth%,F_Score,RS_Rating,Earnings_Accel,Graham_Number,Value_Gap%,Technical_Signal,MACD_Bullish,Analyst_Rating,Target_Mean_Price,Analyst_Upside%,Analyst_Count,Promoter_Holding%,Inst_Holding%,ATR,Stop_Loss_ATR,Max_Qty_1L,score,Rating,updated_at,As_Of_Date
ACE.NS,903.9000244140625,237622,Industrials,Farm & Heavy Construction Machinery,10758.47,1065.5369482421875,905.1150061035156,76.11,-2.3,26.83,0.0,21.16,13.16,8.01,100,25.44,34.92,75.69,0,0.0,0,1,-0.83,True,346.11,-61.71,Bullish,True,None,1359.0,50.35,1,66.83,8.86,28.92,846.07,34,51.1,Hold,2026-02-16 10:06:33.927980,2026-02-16
AHCL.NS,122.4800033569336,102933,Healthcare,Drug Manufacturers - Specialty & Generic,651.0,133.9157018159565,135.51659973144533,43.0,280.1,28.16,0.0,35.86,20.39,0.27,100,18.76,29.1,92.91,0,0.0,0,2,0.0,True,86.62,-29.28,Neutral,True,None,0.0,0.0,0,92.91,0.0,5.23,112.01,191,58.3,Hold,2026-02-16 10:06:33.927980,2026-02-16
ALPEXSOLAR.NS,876.5999755859375,0,Unknown,Unknown,2053.2,1052.361997680664,826.2199938964844,61.64,0.0,,0.0,17.49,0.0,0.0,100,13.38,39.53,0.0,0,0.0,0,1,-9.38,True,0.0,0.0,Bullish,True,None,0.0,0.0,0,0.0,0.0,55.03,766.53,18,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
ANLON.NS,396.0,0,Unknown,Unknown,316.52,401.70099975585936,390.68399841308593,58.76,0.0,,0.0,21.92,0.0,0.0,100,34.07,20.32,0.0,0,0.0,0,1,-0.27,False,0.0,0.0,Bullish,True,None,0.0,0.0,0,0.0,0.0,13.08,369.83,76,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
APARINDS.NS,9451.5,157894,Industrials,Electrical Equipment & Parts,37966.44,8372.30971435547,8449.83,83.4,16.2,,0.0,20.75,4.53,0.14,100,38.97,4.58,86.62,0,0.0,0,2,2.81,False,2567.5,-72.83,Bullish,True,Buy,10352.333,9.53,6,58.06,28.56,296.7,8858.11,3,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
APOLLOTYRE.NS,484.1000061035156,1381679,Consumer Cyclical,Auto Parts,30659.11,480.9341323852539,503.43394165039064,39.98,11.8,7.8,0.0,8.43,3.36,0.29,100,33.18,10.43,83.8,0,0.0,0,2,3.47,False,283.59,-41.42,Bearish,False,Buy,562.7083,16.24,24,49.62,34.18,14.55,455.0,68,35.9,Avoid,2026-02-16 10:06:33.927980,2026-02-16
ARE&M.NS,837.2999877929688,431460,Industrials,Electrical Equipment & Parts,15326.4,960.155412902832,893.8960009765625,51.73,4.2,13.89,0.0,12.49,5.57,4.0,100,20.64,24.5,63.19,0,0.0,0,1,-3.29,False,621.19,-25.81,Bullish,True,Hold,1032.4615,23.31,13,33.3,29.9,26.88,783.55,37,36.0,Avoid,2026-02-16 10:06:33.927980,2026-02-16
ARKADE.NS,119.7699966430664,245530,Real Estate,Real Estate - Development,2223.69,167.03821968078614,130.19719970703125,61.36,-12.4,,0.0,28.72,19.72,0.18,100,15.12,43.95,82.33,0,0.0,0,2,-9.88,True,95.76,-20.05,Bullish,True,None,0.0,0.0,0,82.21,0.12,4.38,111.0,228,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
ARROWGREEN.NS,423.6499938964844,19687,Consumer Cyclical,Packaging & Containers,639.2,575.1300241088867,480.9830004882813,52.73,-5.8,,26.82,14.2,23.69,1.22,100,12.55,48.21,69.2,586362496,1.35,0,4,-8.51,True,307.91,-27.32,Bullish,True,None,0.0,0.0,0,69.2,0.0,20.78,382.09,48,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
ASHOKA.NS,146.72999572753906,817071,Industrials,Engineering & Construction,4121.25,186.50580001831054,159.63220001220702,53.34,-23.5,,0.0,34.94,34.37,0.44,100,1.45,36.43,73.59,0,0.0,0,1,-4.72,True,584.15,298.11,Bullish,True,Buy,191.85715,30.76,7,54.49,19.1,6.2,134.34,161,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
AZAD.NS,1649.5,150217,Industrials,Specialty Industrial Machinery,10652.76,1620.2035034179687,1569.9440063476563,67.09,38.5,,0.0,11.01,20.7,0.21,100,86.32,13.14,79.52,0,0.0,0,2,1.73,True,304.62,-81.53,Bullish,True,None,1901.0,15.25,5,55.84,23.67,71.94,1505.61,13,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
BANCOINDIA.NS,652.25,365404,Consumer Cyclical,Auto Parts,9329.61,644.9522129821777,660.0100012207031,71.41,16.0,,29.77,23.73,12.29,0.45,100,41.41,25.86,71.36,-2249300480,0.26,0,3,6.14,True,201.22,-69.15,Bullish,True,None,0.0,0.0,0,69.97,1.39,28.98,594.29,34,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
BANDHANBNK.NS,165.8000030517578,11573200,Financial Services,Banks - Regional,26709.91,162.2070034790039,149.27180053710939,71.04,-12.8,7.81,0.0,8.35,12.81,0.0,100,26.53,13.86,76.97,0,0.0,0,1,0.4,False,146.87,-11.42,Bullish,True,Buy,166.25,0.27,24,44.71,32.25,4.67,156.45,214,37.6,Avoid,2026-02-16 10:06:33.927980,2026-02-16
BANKBARODA.NS,287.0,8721552,Financial Services,Banks - Regional,148418.09,261.8618465423584,294.8840020751953,36.21,4.3,12.92,12.81,13.14,29.96,0.0,100,7.63,8.41,85.28,0,0.0,0,2,4.96,True,518.64,80.71,Bearish,False,Buy,330.9412,15.31,34,65.82,19.46,6.87,273.25,145,63.4,Hold,2026-02-16 10:06:33.927980,2026-02-16
BANKINDIA.NS,161.58999633789062,11273068,Financial Services,Banks - Regional,73566.55,129.2812984085083,151.8718002319336,48.18,8.9,16.33,12.05,8.45,31.19,0.0,100,7.49,5.23,88.25,0,0.0,0,2,11.63,True,303.55,87.85,Bearish,False,None,165.5,2.42,6,73.38,14.86,5.02,151.54,199,60.2,Hold,2026-02-16 10:06:33.927980,2026-02-16
BBTC.NS,1803.300048828125,47106,Consumer Defensive,Packaged Foods,12581.97,1889.4355017089845,1822.182001953125,69.45,8.0,7.72,0.0,-1.68,5.68,0.3,100,11.36,16.32,82.19,0,0.0,0,2,-0.43,True,1698.02,-5.84,Bullish,True,None,0.0,0.0,0,75.33,6.86,47.14,1709.02,21,40.1,Avoid,2026-02-16 10:06:33.927980,2026-02-16
BLS.NS,271.04998779296875,7965080,Industrials,Specialty Business Services,11158.89,341.45874885559084,298.2841586303711,51.7,43.6,37.17,0.0,24.95,22.39,0.17,100,17.35,36.76,78.45,0,0.0,0,2,-7.24,False,134.9,-50.23,Bullish,True,Strong Buy,389.0,43.52,1,73.11,5.34,12.67,245.71,78,64.3,Hold,2026-02-16 10:06:33.927980,2026-02-16
BORANA.NS,378.0,45809,Consumer Cyclical,Textile Manufacturing,1007.19,255.93681343833168,319.34600158691404,64.6,41.7,41.7,0.0,72.17,15.9,0.18,100,42.76,6.64,79.47,0,0.0,0,2,19.88,False,136.12,-63.99,Neutral,False,None,0.0,0.0,0,79.47,0.0,19.09,339.81,52,60.1,Hold,2026-02-16 10:06:33.927980,2026-02-16
BPCL.NS,370.5,7151503,Energy,Oil & Gas Refining & Marketing,160741.64,326.51777709960936,359.2604602050781,67.2,5.2,8.28,0.0,19.6,5.5,0.56,100,6.44,5.4,80.16,0,0.0,0,1,6.06,False,533.63,44.03,Bullish,True,Buy,420.5,13.5,32,54.5,25.67,8.68,353.13,115,62.7,Hold,2026-02-16 10:06:33.927980,2026-02-16
CAPLIPOINT.NS,1738.5999755859375,95669,Healthcare,Drug Manufacturers - Specialty & Generic,13237.68,2006.0482434082032,1842.4439990234375,50.87,10.1,,0.0,19.69,29.34,0.17,100,21.6,27.41,79.05,0,0.0,0,2,-5.02,True,857.37,-50.69,Neutral,False,Strong Buy,2508.0,44.25,2,73.68,5.37,54.3,1630.0,18,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
CENTRALBK.NS,36.79999923706055,5037335,Financial Services,Banks - Regional,33326.97,37.107350273132326,37.00661727905273,55.64,12.3,,13.23,7.12,28.49,0.0,100,6.76,23.65,93.22,0,0.0,0,2,0.81,False,73.17,98.83,Bullish,True,None,0.0,0.0,0,89.27,3.95,0.8,35.21,1257,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
CESC.NS,153.6199951171875,1885418,Utilities,Utilities - Regulated Electric,20359.44,163.5342810821533,159.8408004760742,66.75,12.5,10.67,0.0,12.2,8.04,1.41,100,13.81,17.08,82.98,0,0.0,0,1,-0.69,False,154.99,0.89,Bullish,True,Strong Buy,206.23077,34.25,13,6.32,76.66,4.42,144.77,226,42.7,Avoid,2026-02-16 10:06:33.927980,2026-02-16
CHENNPETRO.NS,880.9000244140625,1053901,Energy,Oil & Gas Refining & Marketing,13130.16,776.8045458984375,865.9680004882813,59.94,21.3,11.03,0.0,33.38,3.36,0.22,100,6.1,20.14,72.86,0,0.0,0,2,10.63,True,1387.85,57.55,Bullish,True,None,0.0,0.0,0,67.79,5.07,31.67,817.57,31,85.3,Strong Buy (Elite),2026-02-16 10:06:33.927980,2026-02-16
CHOICEIN.NS,752.0,557304,Financial Services,Capital Markets,16769.82,763.8502481079101,787.757998046875,51.79,47.1,,0.0,15.55,22.27,0.36,100,69.76,12.61,77.06,0,0.0,0,2,-1.69,True,120.24,-84.01,Neutral,False,None,0.0,0.0,0,68.81,8.26,18.77,714.47,53,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
EIDPARRY.NS,894.1500244140625,198023,Basic Materials,Agricultural Inputs,15915.25,1032.6850018310547,967.5440026855468,52.29,18.3,,0.0,14.1,3.17,0.18,100,13.39,28.28,69.77,0,0.0,0,2,-6.28,False,854.7,-4.41,Bullish,True,Strong Buy,1355.0,51.54,1,48.1,21.67,29.15,835.84,34,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
EIEL.NS,163.27000427246094,928307,Industrials,Engineering & Construction,2865.88,227.19074989318847,189.385,46.96,1.0,,0.0,36.63,18.26,0.26,100,13.67,46.71,70.53,0,0.0,0,2,-9.51,True,132.11,-19.08,Bearish,False,Strong Buy,346.0,111.92,1,70.13,0.4,7.76,147.74,128,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
EMSLIMITED.NS,303.54998779296875,178977,Industrials,Engineering & Construction,1687.0,520.6238020324707,390.60599914550784,40.86,-17.3,38.97,0.0,20.15,14.66,0.16,100,10.35,56.35,69.72,0,0.0,0,2,-12.18,False,340.46,12.16,Bearish,False,None,0.0,0.0,0,69.7,0.02,20.5,262.55,48,45.6,Avoid,2026-02-16 10:06:33.927980,2026-02-16
EPIGRAL.NS,982.2999877929688,90612,Basic Materials,Chemicals,4237.77,1613.0493298339843,1195.4080004882812,41.57,-7.5,17.51,0.0,25.57,13.97,0.26,100,12.55,53.53,75.38,0,0.0,0,2,-12.87,True,926.07,-5.72,Neutral,True,None,2000.0,103.6,1,68.86,6.53,42.79,896.72,23,53.1,Hold,2026-02-16 10:06:33.927980,2026-02-16
EXHICON.BO,520.0499877929688,12650,Communication Services,Advertising Agencies,725.96,476.1398072052002,534.0739978027344,55.72,63.8,,31.93,57.11,20.17,5.18,100,27.09,12.6,67.54,-138952752,1.06,0,4,1.71,False,227.5,-56.25,Bullish,True,None,0.0,0.0,0,67.54,0.0,21.67,476.72,46,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
EXIDEIND.NS,337.6000061035156,2296371,Consumer Cyclical,Auto Parts,28703.92,378.5728861999512,350.2019995117187,64.48,4.6,,0.0,15.29,4.69,0.11,100,34.7,21.67,74.3,0,0.0,0,2,-2.68,True,194.61,-42.35,Bullish,True,Hold,390.9375,15.8,16,50.32,23.98,8.22,321.17,121,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
EXPLEOSOL.NS,856.0,20581,Technology,Information Technology Services,1328.49,1045.5982498168946,953.6739990234375,40.52,8.5,11.34,0.0,18.36,9.87,2.87,100,12.49,37.56,71.15,0,0.0,0,1,-6.59,False,836.15,-2.32,Bearish,False,None,1353.0,58.06,1,71.05,0.11,28.77,798.46,34,30.0,Avoid,2026-02-16 10:06:33.927980,2026-02-16
FCL.NS,23.690000534057617,1983166,Basic Materials,Specialty Chemicals,2749.09,24.847278337478638,23.707799911499023,66.62,51.3,,0.0,21.99,16.6,0.0,100,27.55,33.81,69.83,0,0.0,0,2,0.5,False,11.11,-53.1,Bullish,True,None,28.0,18.19,1,67.86,1.98,1.02,21.65,980,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
GAIL.NS,162.8699951171875,15381963,Utilities,Utilities - Regulated Gas,107088.31,172.84106269836425,162.46336151123046,63.12,-4.5,15.23,0.0,13.82,6.03,0.25,100,12.48,19.69,89.19,0,0.0,0,2,-0.94,False,198.4,21.81,Bullish,True,Buy,196.0,20.34,30,62.44,26.75,3.34,156.19,299,60.4,Hold,2026-02-16 10:06:33.927980,2026-02-16
GANESHHOU.NS,693.6500244140625,59022,Real Estate,Real Estate - Development,5784.15,805.5666667796947,768.2619995117187,38.32,-64.5,37.28,0.0,19.19,62.87,3.48,100,13.77,22.9,84.12,0,0.0,0,1,0.0,True,548.7,-20.9,Bearish,False,None,0.0,0.0,0,83.56,0.55,25.99,641.67,38,43.6,Avoid,2026-02-16 10:06:33.927980,2026-02-16
GARUDA.NS,195.97999572753906,1977031,Industrials,Engineering & Construction,1823.43,174.04439979553223,186.57479949951173,71.6,125.0,43.09,0.0,34.99,22.9,0.02,100,21.21,21.39,77.54,0,0.0,0,2,3.24,True,93.04,-52.53,Bullish,True,None,0.0,0.0,0,76.95,0.59,11.08,173.83,90,72.5,Buy,2026-02-16 10:06:33.927980,2026-02-16
GESHIP.NS,1331.5999755859375,553455,Industrials,Marine Shipping,19010.88,1023.5089224243164,1144.0514111328125,84.74,17.6,15.04,0.0,17.6,44.16,8.24,100,8.42,2.72,60.04,0,0.0,0,1,10.62,True,1947.51,46.25,Bullish,True,None,1552.0,16.55,2,30.07,29.96,42.51,1246.58,23,56.3,Hold,2026-02-16 10:06:33.927980,2026-02-16
GICRE.NS,388.70001220703125,632962,Financial Services,Insurance - Reinsurance,68193.53,379.0075361633301,375.10400024414065,64.13,11.6,-0.51,10.14,11.52,18.32,0.0,100,7.08,14.35,94.68,0,0.0,0,3,0.93,False,837.08,115.35,Bullish,True,Buy,476.0,22.46,5,82.4,12.28,10.03,368.65,99,57.5,Hold,2026-02-16 10:06:33.927980,2026-02-16
GOKULAGRO.NS,165.24000549316406,356819,Consumer Defensive,Packaged Foods,4876.01,165.9831247329712,173.78359985351562,60.28,26.6,,0.0,21.86,1.28,0.48,100,16.3,25.4,81.68,0,0.0,0,1,2.67,False,96.84,-41.39,Bullish,True,None,0.0,0.0,0,79.23,2.45,7.16,150.92,139,,Avoid,2026-02-16 10:06:33.927980,2026-02-16
